No,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Diameter (nm),Size_in_Water (nm),Zeta_in_Water (mV),Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Cell_Viability (%)
752,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,63.275
753,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,100.99
754,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,72.705
755,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,70.471
756,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,64.02
757,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,62.283
758,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,89.826
759,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,70.471
760,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,71.464
761,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,65.757
762,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,72.705
763,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,75.186
764,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,63.027
765,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,62.283
766,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,62.779
767,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,61.042
768,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,58.542
769,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,50.797
770,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,49.886
771,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,50.569
772,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,44.647
773,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,96.583
774,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,53.303
775,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,49.886
776,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,31.435
777,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,15.718
778,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,68.337
779,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,54.214
780,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,51.708
781,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,55.353
782,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,53.531
783,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,66.287
784,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,50.569
785,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,50.114
786,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,50.797
787,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,45.33
788,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,10.0,MTT,TetrazoliumSalt,65.366
789,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,50.0,MTT,TetrazoliumSalt,50.0
790,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,44.39
791,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,200.0,MTT,TetrazoliumSalt,38.049
792,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,500.0,MTT,TetrazoliumSalt,34.146
793,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,10.0,MTT,TetrazoliumSalt,108.05
794,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,50.0,MTT,TetrazoliumSalt,54.146
795,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,49.512
796,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,200.0,MTT,TetrazoliumSalt,42.683
797,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,500.0,MTT,TetrazoliumSalt,5.122
798,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,10.0,MTT,TetrazoliumSalt,53.902
799,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,50.0,MTT,TetrazoliumSalt,44.878
800,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,34.878
801,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,200.0,MTT,TetrazoliumSalt,30.244
802,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,500.0,MTT,TetrazoliumSalt,29.024
803,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,10.0,MTT,TetrazoliumSalt,50.0
804,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,50.0,MTT,TetrazoliumSalt,40.732
805,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,32.683
806,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,200.0,MTT,TetrazoliumSalt,24.878
807,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,500.0,MTT,TetrazoliumSalt,24.878
808,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,10.0,MTT,TetrazoliumSalt,45.578
809,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,50.0,MTT,TetrazoliumSalt,38.095
810,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,100.0,MTT,TetrazoliumSalt,34.921
811,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,200.0,MTT,TetrazoliumSalt,27.891
812,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,500.0,MTT,TetrazoliumSalt,17.007
813,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,10.0,MTT,TetrazoliumSalt,87.528
814,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,50.0,MTT,TetrazoliumSalt,32.2
815,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,100.0,MTT,TetrazoliumSalt,30.839
816,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,200.0,MTT,TetrazoliumSalt,23.356
817,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,500.0,MTT,TetrazoliumSalt,1.1338
818,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,10.0,MTT,TetrazoliumSalt,42.63
819,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,50.0,MTT,TetrazoliumSalt,34.467
820,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,100.0,MTT,TetrazoliumSalt,31.973
821,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,200.0,MTT,TetrazoliumSalt,27.891
822,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,500.0,MTT,TetrazoliumSalt,17.234
823,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,10.0,MTT,TetrazoliumSalt,42.177
824,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,50.0,MTT,TetrazoliumSalt,29.252
825,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,100.0,MTT,TetrazoliumSalt,24.943
826,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,200.0,MTT,TetrazoliumSalt,22.676
827,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,500.0,MTT,TetrazoliumSalt,12.245
828,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,68.856
829,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,61.071
830,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,59.611
831,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,59.124
832,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,58.151
833,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,99.757
834,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,67.397
835,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,66.423
836,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,62.774
837,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,53.041
838,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,68.613
839,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,66.423
840,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,65.207
841,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,63.99
842,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,64.477
843,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,10.0,MTT,TetrazoliumSalt,68.856
844,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,63.504
845,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,62.287
846,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,200.0,MTT,TetrazoliumSalt,60.584
847,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,500.0,MTT,TetrazoliumSalt,58.151
848,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,57.011
849,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,55.172
850,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,55.172
851,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,49.425
852,SiO2,I,Sphere,None,Sol-Gel Method,Negative,21.06,37.82,-24.5,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,46.437
853,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,95.172
854,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,65.747
855,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,60.92
856,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,54.713
857,SiO2,I,Sphere,None,Sol-Gel Method,Negative,59.72,70.12,-38.1,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,42.299
858,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,66.437
859,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,58.161
860,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,56.322
861,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,56.322
862,SiO2,I,Sphere,None,Sol-Gel Method,Negative,100.33,105.5,-31.7,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,55.862
863,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,64.138
864,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,55.172
865,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,54.023
866,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,200.0,MTT,TetrazoliumSalt,51.264
867,SiO2,I,Sphere,None,Sol-Gel Method,Negative,199.89,203.3,-36.3,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,51.034
868,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,20.0,MTS,TetrazoliumSalt,99.06
869,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,60.0,MTS,TetrazoliumSalt,96.9
870,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,180.0,MTS,TetrazoliumSalt,98.5
871,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,360.0,MTS,TetrazoliumSalt,88.5
872,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,20.0,MTS,TetrazoliumSalt,95.0
873,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,60.0,MTS,TetrazoliumSalt,91.0
874,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,180.0,MTS,TetrazoliumSalt,83.9
875,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,360.0,MTS,TetrazoliumSalt,70.5
876,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,20.0,MTS,TetrazoliumSalt,90.0
877,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,60.0,MTS,TetrazoliumSalt,86.0
878,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,180.0,MTS,TetrazoliumSalt,68.25
879,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,360.0,MTS,TetrazoliumSalt,54.15
880,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,20.0,NRU,NeutralRed,97.666
881,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,60.0,NRU,NeutralRed,98.423
882,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,180.0,NRU,NeutralRed,93.205
883,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,6,360.0,NRU,NeutralRed,90.852
884,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,20.0,NRU,NeutralRed,91.798
885,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,60.0,NRU,NeutralRed,89.148
886,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,180.0,NRU,NeutralRed,86.877
887,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,360.0,NRU,NeutralRed,78.17
888,Pt,I,Sphere,None,Green Synthesis,Negative,24.6,160.0,-11,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,48,20.0,NRU,NeutralRed,93.691
